Price,Close,High,Low,Open,Volume
Ticker,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS,POWERGRID.NS
Date,,,,,
2008-02-11,31.720474243164062,34.61591895235053,31.380784966190685,34.61591895235053,15133331
2008-02-12,31.154321670532227,32.88511780644265,30.89551072582172,32.67483514797002,10237627
2008-02-13,30.701398849487305,32.10867941548859,30.07054878928235,31.704288069977277,10395753
2008-02-14,33.38656234741211,33.72625156247295,31.38077924665807,31.38077924665807,12514003
2008-02-15,34.3409309387207,34.615918011166286,32.36749972155198,33.25716094021649,12080990
2008-02-18,34.146812438964844,35.11735386793396,33.85565154604854,35.11735386793396,6977153
2008-02-19,33.77476501464844,34.84235835079792,33.51595417649661,34.761480100998156,7226542
2008-02-20,32.93364715576172,33.46744519338648,32.56160789429687,33.451269096374084,5604999
2008-02-21,33.16010665893555,33.72625467157349,32.75571522133701,33.46744371271764,3874365
2008-02-22,32.73952865600586,32.94981125872999,31.72046124274373,32.060150380497774,2691220
2008-02-25,33.01451873779297,33.41891011110396,32.22191208489615,33.12774919990549,6270186
2008-02-26,33.143917083740234,33.61301052179181,32.98216057448362,33.321849682715126,7139423
2008-02-27,35.084999084472656,36.815792609022786,33.62919033976676,33.62919033976676,43223132
2008-02-28,36.07172775268555,36.34671482874926,34.93943164130526,35.424701403325386,35763847
2008-02-29,35.554100036621094,36.55699159326838,34.971778171691724,35.84526316304955,16477462
2008-03-03,34.06594467163086,35.19824298884581,33.6777292967377,34.00124247480936,10049153
2008-03-04,33.19245147705078,34.42180169427219,32.35131873450407,34.29239733202304,11485198
2008-03-05,33.807125091552734,33.968881628948424,32.3836662460926,33.35420547046673,8581053
2008-03-07,32.07634353637695,33.32187030611304,30.73376236222587,33.32187030611304,14251925
2008-03-10,31.962526321411133,32.19013283345243,30.12541393947643,32.12510271645255,11713659
2008-03-11,34.59626007080078,34.92141281640699,30.954549761027803,31.70239931185555,19665129
2008-03-12,33.718345642089844,35.766808231182424,33.39319292017302,35.53920176685725,12262350
2008-03-13,29.084911346435547,33.165579838383316,28.28828777770471,32.840427181343586,47000084
2008-03-14,31.08462142944336,31.21468169356942,29.296280669748093,29.897812147686103,35798540
2008-03-17,29.865291595458984,30.499339102089984,29.23124408882798,30.499339102089984,19211273
2008-03-18,30.125410079956055,30.710685468139257,29.328784082246123,29.816513204884924,12632937
2008-03-19,30.304248809814453,33.75086710654191,30.109156251189866,31.53982766415847,16449023
2008-03-24,30.596885681152344,31.442283835003582,29.930322006586962,31.442283835003582,11636914
2008-03-25,31.751171112060547,31.946261421414803,30.824484976108028,31.393502237286555,13232423
2008-03-26,31.55609130859375,32.32020139199737,31.214680373347797,31.53983322499463,11448313
2008-03-27,32.12509536743164,32.433992211413084,31.08460711820804,31.08460711820804,17425122
2008-03-28,32.19013977050781,32.43400662070734,31.344743657157526,32.27142798554634,11599511
2008-03-31,31.962526321411133,32.3364533530565,31.53982725328673,32.19013283345243,9914705
2008-04-01,32.02755355834961,32.482768746580696,31.621112607295043,32.190129938771435,6034588
2008-04-02,32.54780578613281,33.49075031635249,32.190136791035044,32.190136791035044,6087024
2008-04-03,32.28767776489258,32.77540692967545,32.027555102658376,32.62908862125726,3883474
2008-04-04,32.12509536743164,32.4990223135365,31.507306089634717,32.4990223135365,5906537
2008-04-07,31.995044708251953,32.32019752095471,31.621117650593607,32.17387919625519,4088729
2008-04-08,31.182165145874023,32.01130532494406,30.9545585999742,31.94627299318656,5753811
2008-04-09,31.263442993164062,31.53982149119206,30.905774107383024,31.27970107071467,3776374
2008-04-10,31.881248474121094,32.10885506005475,31.100882406610218,31.214684597034946,7075297
2008-04-11,32.02755355834961,32.35270631919326,31.702400797505955,32.190129938771435,4012660
2008-04-15,32.515296936035156,32.67787337661365,31.27971554662178,31.83247500357184,6362785
2008-04-16,32.076332092285156,33.06804858671953,31.94626964747531,32.840442064656784,4725794
2008-04-17,33.31190872192383,34.07601638672283,32.206388012198744,32.56405693109754,14831167
2008-04-21,33.848419189453125,34.43369476059384,33.49075237742771,33.81590522749657,7639361
2008-04-22,34.40117263793945,34.7913577545394,33.49074657942892,33.81589937320654,8814769
2008-04-23,34.433685302734375,34.84012625368379,33.978472319704345,34.46620146084364,5265604
2008-04-24,33.2143669128418,34.85638901632969,32.92173027087046,34.791358896456465,8801780
2008-04-25,33.4907341003418,33.962205034626386,33.03551903562213,33.81588677296327,4095990
2008-04-28,33.620811462402344,34.2711171398511,33.490751208946115,33.523265169768266,4708244
2008-04-29,34.09227752685547,34.41743031683708,33.65332258343039,33.81589897842119,6497143
2008-04-30,34.31988525390625,34.7588424179559,34.14105297715167,34.433689616462395,6331377
2008-05-02,34.62879180908203,35.604250484821335,34.56375946663207,34.84014030679188,5658418
2008-05-05,34.46620178222656,35.27908369170518,34.23859308350591,35.083991151396994,7642293
2008-05-06,34.173561096191406,34.85638274471096,33.978470771673805,34.18981917450534,5061166
2008-05-07,33.68583679199219,34.36865853810751,33.16559364717035,34.14105202443024,4303106
2008-05-08,33.2794075012207,33.620818494305276,33.08431708023257,33.425725868232874,3642073
2008-05-09,33.08430099487305,33.94595489674671,32.580313793458004,32.840436433389954,8621761
2008-05-12,33.08430099487305,33.32816555635615,32.352705105340554,33.08430099487305,4890395
2008-05-13,33.18185043334961,33.425715034357076,32.90547187525795,33.23062467660124,5056766
2008-05-14,33.23063659667969,33.4094711425845,32.51530061814479,32.51530061814479,2982486
2008-05-15,33.24687957763672,33.62080438138234,32.51528584459092,32.51528584459092,2646760
2008-05-16,33.50700378417969,33.604550067199064,33.10056277583529,33.49074790791279,4422288
2008-05-20,33.44196701049805,33.57202943034217,33.100556190396574,33.16558850286021,3464912
2008-05-21,33.6533203125,34.14104946456039,32.67786200837923,32.67786200837923,3419088
2008-05-22,33.19811248779297,33.36068890792278,32.84044568655767,32.84044568655767,3558000
2008-05-23,32.64535140991211,33.45823346846815,32.515291162576624,33.00302039771025,4417028
2008-05-26,32.40148162841797,32.59657417341238,30.88951991741965,30.88951991741965,2605807
2008-05-27,31.426021575927734,32.807920778823956,31.279703277814196,32.450251867805754,3316550
2008-05-28,32.58030700683594,32.775397292334326,30.987057547310688,31.5398166638469,4505700
2008-05-29,33.116817474365234,33.490744486896304,32.157617233669676,32.921727133338194,11026212
2008-05-30,32.06007385253906,33.32817110647657,31.930013613455838,33.19810866230977,4023430
2008-06-02,30.694435119628906,32.51529185140217,30.239219834143714,31.864983985697073,4431595
2008-06-03,29.556398391723633,30.564370780506355,29.28001762096181,30.23921797023768,6240766
2008-06-04,28.645977020263672,29.735237875442177,28.46714249028387,29.426343071886606,5762089
2008-06-05,28.59720230102539,28.808552998520586,27.638001734946933,28.61346038623027,9721099
2008-06-06,28.288299560546875,29.475108576129525,27.881858569953536,28.450875956784213,6317089
2008-06-09,27.898120880126953,28.58094272987731,26.662539640384512,27.963151007464173,6500809
2008-06-10,27.70302391052246,27.930632627821666,27.068976410391702,27.637993793472752,6717902
2008-06-11,27.83307647705078,28.28828934001393,27.637983990019315,27.96313666501662,2586175
2008-06-12,28.028173446655273,28.190749822945424,26.66253232683464,27.475414208285404,3244212
2008-06-13,27.84933853149414,28.255779433321273,27.55669975912879,27.979398738045614,4248430
2008-06-16,28.824804306030273,29.263759272844013,27.995664206381747,28.093210489590444,4354615
2008-06-17,29.686466217041016,29.914072801353207,28.320824506083692,29.231253048416637,4736084
2008-06-18,29.653942108154297,30.30424992582386,29.58891198791242,29.58891198791242,5055019
2008-06-19,29.019893646240234,29.588911039004735,28.548422533252065,29.068667888670163,4221271
2008-06-20,28.35333251953125,29.377565241522824,27.979407652744882,29.263760870718073,3837789
2008-06-23,27.361610412597656,28.22326654729777,27.085231890401346,28.125720278547135,4516050
2008-06-24,26.516218185424805,27.768057361109438,26.23983742037747,27.361614151593653,5238203
2008-06-25,25.784626007080078,26.321127284804984,25.19935048269055,26.012232542930533,3933879
2008-06-26,27.247814178466797,28.418365247134137,25.930944777486978,25.930944777486978,18253250
2008-06-27,26.044734954833984,26.922648954719346,25.89841668988067,26.33737368982335,6821283
2008-06-30,25.524494171142578,26.272345839911463,24.792900578776194,26.028481309122668,4596315
2008-07-01,23.71990203857422,25.52450045144958,22.809473791935133,25.52450045144958,6202295
2008-07-02,24.760391235351562,25.020513914079466,22.972050851087097,23.736160806397145,5245963
2008-07-03,24.11008644104004,24.760392056895,23.4110087860294,24.54904361377558,4726793
2008-07-04,24.435237884521484,24.906708988673003,23.57358387366124,23.73616026854683,4862814
2008-07-07,24.971736907958984,25.979711349575695,24.760388495240942,24.760388495240942,5528014
2008-07-08,25.703332901000977,26.337380346097312,23.085850519921742,23.085850519921742,8354280
2008-07-09,27.491676330566406,27.605478487658257,26.044744604694348,26.044744604694348,6860769
2008-07-10,28.69474220275879,29.0361530955249,26.72756725404322,27.491677242372916,7216175
2008-07-11,27.329103469848633,29.32879256929659,27.117752799162076,28.971125765577845,6040791
2008-07-14,27.345348358154297,28.320808698764786,26.662528986334795,26.662528986334795,5942149
2008-07-15,26.207326889038086,26.95517893889762,26.01223648804259,26.66254223486235,3693378
2008-07-16,25.491981506347656,26.662532296330856,25.053024408833153,26.207317120189288,6973872
2008-07-17,26.792600631713867,26.987693224173363,26.012234672043665,26.012234672043665,5038238
2008-07-18,28.288299560546875,28.515906074262446,26.483701121295752,27.280325021841996,5983177
2008-07-21,29.88154411315918,30.060378557398572,28.304552475434196,28.776023497459438,8754188
2008-07-22,31.100875854492188,31.37725443451317,29.621430049976563,29.881552752707396,12631056
2008-07-23,33.295654296875,33.94595988981591,31.89749683103535,32.48277230569887,12798869
2008-07-24,32.12509536743164,33.91343530378198,30.12540704790945,30.12540704790945,10764301
2008-07-25,32.19013977050781,33.2306306870681,30.970816544929935,31.783698695315188,10710381
2008-07-28,31.930009841918945,32.82417994397757,31.572340919062178,32.19013028936026,5533881
2008-07-29,30.64565086364746,31.70239721704051,30.40178632055676,31.214668130859103,5145929
2008-07-30,31.930009841918945,32.19013028936026,30.922035390292272,30.922035390292272,7354746
2008-07-31,30.80823516845703,32.48277345244664,30.401794158520275,32.48277345244664,6006517
2008-08-01,31.702402114868164,31.832464547660212,29.263756307205238,30.320502823859172,4699412
2008-08-04,31.89748764038086,32.48276294640843,31.068347807265376,31.068347807265376,4301346
2008-08-05,33.32817459106445,33.572039218655156,31.70240820204264,32.02756103883024,9161115
2008-08-06,32.4827766418457,34.51498189106642,32.25517009494975,34.51498189106642,8616591
2008-08-07,32.40148162841797,33.133075364521986,31.39350715441909,31.39350715441909,4809365
2008-08-08,31.848726272583008,32.64535021991237,31.734921906500116,32.02755855487951,4883824
2008-08-11,32.141357421875,32.61282847697022,31.897492854920582,32.25516176848703,2714705
2008-08-12,31.58860206604004,32.51528841656606,31.3447374690683,32.35270981350138,5801276
2008-08-13,31.718656539916992,32.02755119894617,30.970804804052623,31.214669356720364,2754609
2008-08-14,30.95456886291504,31.86499534836487,30.88953650959616,31.539842402108633,2566362
2008-08-18,30.596885681152344,31.539827909992663,30.304249046018043,30.88952231628664,2963058
2008-08-19,30.027877807617188,30.72695566047479,29.410085974662714,30.548123329569982,2941144
2008-08-20,30.369281768798828,30.61314638735207,30.157931109669118,30.239219315853532,3319410
2008-08-21,30.04412841796875,30.548115728503717,29.686459434986855,30.239218786344956,4138486
2008-08-22,29.7352294921875,31.084614924253557,28.97112174145751,31.084614924253557,4139879
2008-08-25,30.060388565063477,30.466829616790694,29.84903789511503,30.466829616790694,2034227
2008-08-26,30.109159469604492,30.20670575934366,29.556400101194203,29.751490475588792,1489491
2008-08-27,29.507625579833984,30.48308405800201,29.34504916680598,30.271735603099096,4297168
2008-08-28,29.06866455078125,29.91406039990637,28.694737555423085,29.588907641377492,7382078
2008-08-29,30.271730422973633,30.385534774652424,29.45884849693469,29.588908723067583,2219080
2008-09-01,30.255348205566406,30.386393730068086,29.649257655722195,30.206204467536963,3417069
2008-09-02,31.844284057617188,31.975329570608984,30.206201814490388,30.468295062262204,5030404
2008-09-04,31.172672271728516,31.746000306182097,30.91057901162064,31.483907046074222,2813325
2008-09-05,30.48468780517578,30.8286851837649,30.14069042658666,30.795922682265342,3330688
2008-09-08,32.09001541137695,33.38409896422044,31.778778242213317,32.10639444403646,8377948
2008-09-09,32.20465850830078,32.46675174125314,31.46752254037807,32.08999424636344,3737279
2008-09-10,31.92620277404785,32.466768541530826,31.61496564910813,32.04086709531948,3847698
2008-09-11,31.07438850402832,31.778762091247447,30.828676477539542,31.778762091247447,2567354
2008-09-12,31.38562774658203,32.23743044798887,30.877822375427517,31.28734247768297,6093354
2008-09-15,29.403553009033203,30.71401747003226,28.51898994221664,30.2389745472779,6770268
2008-09-16,29.976882934570312,30.238976286199854,27.847378062987588,28.25689823059965,4654621
2008-09-17,29.206985473632812,30.40278343836029,28.830225597693758,30.40278343836029,4674190
2008-09-18,29.141454696655273,29.714782800448223,27.044712805785082,28.830219884668253,6603710
2008-09-19,30.910587310791016,31.074395364615647,29.485456353801116,29.829453711190634,9821730
2008-09-22,30.238967895507812,33.08922924863012,29.993255863120616,31.7787628541099,4162514
2008-09-23,29.878599166870117,30.550212720208375,29.321652155000304,29.87859916687012,6569683
2008-09-24,30.56658363342285,30.89419967333389,29.583735513689742,29.976874317225295,5730103
2008-09-25,29.616497039794922,30.779534387878446,28.91212124390201,30.64848664311799,10926783
2008-09-26,29.141454696655273,29.78030778974115,28.633651582155256,29.78030778974115,4967945
2008-09-29,28.060321807861328,29.976874307656008,27.519754009107597,29.976874307656008,7859964
2008-09-30,28.109466552734375,29.157837556134595,26.53690893673968,26.53690893673968,6616439
2008-10-01,29.043170928955078,29.321643239321762,27.896512528296746,28.469842839520183,3743739
2008-10-03,29.45269775390625,29.813074159776228,28.666417717683572,29.190604408498693,4681406
2008-10-06,28.846607208251953,29.485458214117052,28.256897732919143,29.125081806039105,5560277
2008-10-07,29.796680450439453,30.43553340706065,28.830213726277822,28.830213726277822,9928258
2008-10-08,29.567354202270508,29.813066231663072,27.552514228178413,28.79745784324689,9985473
2008-10-10,29.387161254882812,30.058774495443853,27.20851575591386,29.45268623194296,9025179
2008-10-13,29.976882934570312,30.20621378407525,29.338031917453318,29.53460248662275,6805621
2008-10-14,29.256114959716797,31.090765388857253,29.02678421152127,30.140677686635613,5099383
2008-10-15,29.01040267944336,29.632872164330276,28.699167936999903,29.09230667596996,5495022
2008-10-16,27.896512985229492,28.600888839717147,27.35594738076635,28.600888839717147,6651066
2008-10-17,25.799776077270508,28.66641712303756,25.423016206753434,28.469848784401226,5586092
2008-10-20,26.094627380371094,27.126619398337265,25.275587154265626,25.898059059179065,7922965
2008-10-21,26.307573318481445,27.68356014780731,25.55405603377328,26.356714832397675,8047276
2008-10-22,24.86606216430664,26.24204902993788,24.62035014466576,26.045480747298203,5408099
2008-10-23,23.653884887695312,24.472925007732968,23.293506346163337,24.243594218480126,6641370
2008-10-24,20.590681076049805,23.260751902713682,20.31220645014726,22.933135741317415,9905588
2008-10-27,19.001737594604492,20.31220194984773,17.036041061739642,20.213916678846726,12878172
2008-10-29,21.507997512817383,22.867603108566577,19.656965664750512,21.622661786867898,13094201
2008-10-31,22.88398551940918,23.588361332114335,21.753710635985144,22.638273491630542,8097887
2008-11-03,23.58835792541504,24.21082741717335,22.7693157293196,24.178064929485807,4951148
2008-11-04,24.620357513427734,24.816928076688466,23.146084954339337,23.260749264750565,4515828
2008-11-05,23.719409942626953,25.81615418539975,23.26074609805693,25.81615418539975,6145587
2008-11-06,22.933124542236328,24.489302770719313,22.4580817845503,23.260740543645756,4896229
2008-11-07,24.718639373779297,25.455775551297315,22.60551388746333,22.76932192691178,8250147
2008-11-10,25.27558708190918,25.848915238541743,24.7186401741096,25.48853665137147,3775177
2008-11-11,24.98073959350586,26.029110891705905,24.4074112967945,25.390259805442547,8900004
2008-11-12,23.93235969543457,25.521298583005258,23.637506110135703,25.521298583005258,5705390
2008-11-14,23.850452423095703,24.898825520753324,23.55559887799728,23.719406896782726,4038880
2008-11-17,24.833303451538086,25.652345863419242,22.605513690128895,25.652345863419242,5361538
2008-11-18,23.490074157714844,24.767775709071504,23.031410410257077,24.767775709071504,6392448
2008-11-19,22.916744232177734,24.325493403455088,22.621888514400755,23.58835744169476,5606729
2008-11-20,22.671035766601562,23.096934833235448,21.704566689178016,22.933126816287515,5080395
2008-11-21,24.112545013427734,24.866062322820902,21.950278338088808,22.523606387572332,8350092
2008-11-24,24.718639373779297,25.11177822409783,23.490079077915937,24.833303668319974,5420119
2008-11-25,24.112545013427734,25.275582358166275,23.91597672953499,24.98072882143296,5453771
2008-11-26,24.653112411499023,25.029869949468786,23.67026434188571,24.37463790305991,5246053
2008-11-27,24.653112411499023,24.653112411499023,24.653112411499023,24.653112411499023,0
2008-11-28,24.25997543334961,24.735020523283637,23.29350844882184,23.915980329312863,8464961
2008-12-01,24.063404083251953,25.685103018310322,23.965118828020564,24.73501740191326,5733003
2008-12-02,23.850452423095703,24.112545697510107,23.096935092324955,23.88321491556817,5879324
2008-12-03,24.571212768554688,24.88244760150399,23.342652463395265,24.07978864649092,6430656
2008-12-04,25.750627517700195,25.881675274108755,21.78647232308868,21.78647232308868,4648185
2008-12-05,25.439395904541016,26.667956277748836,24.587593157068042,24.587593157068042,5338962
2008-12-08,25.504913330078125,26.340334652976,24.40740095997091,26.127385121671313,11709287
2008-12-10,25.095401763916016,26.700722189873947,24.73502534144402,26.700722189873947,11172070
2008-12-11,24.81692123413086,25.53767606437759,24.423780216006804,25.53767606437759,9867592
2008-12-12,24.04703140258789,24.3255060213042,23.522844669165146,24.21083947905884,9847702
2008-12-15,24.440168380737305,24.980736322791056,24.24360003781789,24.866069789746277,5741641
2008-12-16,25.373868942260742,25.685103741094654,23.260743671581633,24.57121007522955,9183505
2008-12-17,25.34110450744629,26.04548028430186,24.66949122134245,26.04548028430186,8720755
2008-12-18,26.094627380371094,26.373101945962475,24.767781769722475,24.767781769722475,12640018
2008-12-19,27.35594940185547,27.683565482531986,26.061866327540972,26.86452528084069,10050607
2008-12-22,27.372325897216797,27.60165666951078,26.422238095158352,26.422238095158352,6524631
2008-12-23,26.815378189086914,27.634418288561395,26.618809898286116,27.192137967918253,5151765
2008-12-24,26.35671615600586,27.175756240996485,22.11408673832369,22.11408673832369,13318746
2008-12-26,26.405860900878906,27.79822921559963,25.717868478443055,27.79822921559963,5480531
2008-12-29,26.962810516357422,27.175760079820684,25.881677007092133,26.700717207779665,3418418
2008-12-30,26.91366958618164,27.35595222952737,25.914439992474275,26.897288336096807,4868199
2008-12-31,27.24127960205078,27.650799653545082,26.635191258912304,27.650799653545082,4396180
2009-01-02,27.634414672851562,28.09307840161841,27.110230410845677,28.09307840161841,3976548
2009-01-05,27.01194953918457,28.09308294836924,26.667952242381922,28.09308294836924,4505326
2009-01-06,26.815378189086914,28.0439405600871,26.37309786844377,28.0439405600871,3969700
2009-01-07,25.406625747680664,27.74908148626214,23.80130823262085,27.74908148626214,12109220
2009-01-09,25.27558708190918,27.519758183729294,24.01426424860203,27.519758183729294,5272587
2009-01-12,24.603967666625977,25.881671437833464,23.621119637291724,25.881671437833464,6595708
2009-01-13,24.24359703063965,24.882447954015447,23.88321844730521,24.571213116656857,4104761
2009-01-14,24.292734146118164,24.70225417931891,23.62112084731126,24.70225417931891,2777281
2009-01-15,23.93235969543457,24.29273827461207,23.424556545396385,24.07978870987275,3693599
2009-01-16,24.685874938964844,25.046253486171832,23.752170520491646,24.767778952258382,2131503
2009-01-19,25.635969161987305,25.848918760464034,24.587595755301276,25.35749455925087,2587926
2009-01-20,28.502614974975586,29.157847349909083,24.571220725374594,25.668733620314526,19101726
2009-01-21,26.602434158325195,29.12507996429494,26.242055551246967,29.12507996429494,11311625
2009-01-22,27.86374855041504,28.240506070362837,26.27481002516406,27.454228540998624,10535551
2009-01-23,28.25688934326172,28.600886620219878,26.995566735011266,28.322412105113653,7005930
2009-01-27,29.174219131469727,29.567357984429158,27.192141396471197,28.174989639764146,8487928
2009-01-28,29.829456329345703,29.976883146369858,28.83022666895446,29.78031479760069,6636133
